,Unnamed: 0,Preço,Localização,Área Terreno (m2),Quartos,Casas de Banho,Área Útil (m2),Estacionamento,Certificado Energético,Piso,Elevador,Frações,Pisos,Área Bruta Construção (m2),Área Habitação (m2),Área Implantação (m2),Viabilidade Construção,Vedado
304,304,299.000,"Casal de Cambra, Lisboa",,3,2,128,1,,2,,,,,,,,
305,305,240.000,"Centro Sul, Almada",,3,2,84,,,4,,,,,,,,
306,306,209.900,"Matosinhos, Matosinhos",,2,1,,1,,1,,,,,,,,
307,307,205.900,"Matosinhos, Matosinhos",,2,1,,1,,3,,,,,,,,
308,308,350.000,"Repeses e São Salvador, Viseu",,4,4,205,2,,2,,,,,,,,
309,309,179.900,"Matosinhos, Matosinhos",,1,1,,1,,3,,,,,,,,
310,310,179.900,"Matosinhos, Matosinhos",,1,1,,1,,3,,,,,,,,
311,311,219.900,"Matosinhos, Matosinhos",,2,1,,1,,3,,,,,,,,
312,312,180.000,"Paredes, Porto",,2,2,134,1,,,,,,,,,,
313,313,465.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,4,3,246,3,,,,,,,,,,
314,314,175.900,"Matosinhos, Matosinhos",,1,1,,1,,2,,,,,,,,
315,315,460.000,"Azurém, Braga",365,3,3,154,2,,,,,,,,,,
316,316,215.900,"Matosinhos, Matosinhos",,2,1,,1,,2,,,,,,,,
317,317,255.000,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Lisboa",,2,1,65,,,6,,,,,,,,
318,318,209.900,"Matosinhos, Matosinhos",,2,2,,1,,1,,,,,,,,
319,319,359.000,"Portimão, Faro",,3,2,145,2,,1,,,,,,,,
320,320,292.500,"Repeses e São Salvador, Viseu",,3,2,130,2,,3,,,,,,,,
321,321,690.000,"Monchique, Monchique",142,2,5,265,,,,,,,,,,,
322,322,355.000,"Repeses e São Salvador, Viseu",,4,4,205,2,,3,,,,,,,,
323,323,275.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,2,2,106,1,,,,,,,,,,
324,324,270.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,2,2,106,2,,,,,,,,,,
325,325,169.900,"Matosinhos, Matosinhos",,1,1,,1,,1,,,,,,,,
326,326,177.500,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,1,1,63,1,,,,,,,,,,
327,327,209.900,"Matosinhos, Matosinhos",,2,1,,1,,1,,,,,,,,
328,328,155.900,"Matosinhos, Matosinhos",,1,1,,1,,0,,,,,,,,
329,329,199.900,"Matosinhos, Matosinhos",,2,1,,1,,0,,,,,,,,
330,330,895.000,"Guimarei, Santo Tirso",3983,4,5,395,2,,,,,,,,,,
331,331,197.000,"Reguengo Grande, Lisboa",174,3,3,111,,,,,,,,,,,
332,332,195.000,"Bom Retiro, Vila Franca de Xira",,3,2,95,0,,5,,,,,,,,
333,333,495.000,"Venade e Azevedo, Viana do Castelo",1200,4,3,160,,,,,,,,,,,
334,334,265.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,2,2,106,2,,,,,,,,,,
335,335,340.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,3,2,137,3,,,,,,,,,,
336,336,175.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,1,1,63,1,,,,,,,,,,
337,337,315.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,2,2,106,2,,,,,,,,,,
338,338,390.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,3,3,137,3,,,,,,,,,,
339,339,190.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,1,1,63,1,,,,,,,,,,
340,340,215.000,"Centro, Guarda",,2,1,62,,,3,,,,,,,,
341,341,235.000,"Padrão da Légua, Matosinhos",,3,2,106,2,,4,,,,,,,,
342,342,390.000,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau), Santarém",,3,3,148,3,,,,,,,,,,
343,343,370.000,"Campo da Feira, Santarém",,3,3,155,3,,,,,,,,,,
344,344,330.000,"Charneca de Caparica e Sobreda, Setúbal",,3,2,98,1,,2,,,,,,,,
345,345,205.000,"Centro, Guarda",,2,1,59,,,2,,,,,,,,
346,346,120.000,"Santa Maria Maior, Vila Real",,2,1,80,1,,2,,,,,,,,
347,347,485.000,"Repeses e São Salvador, Viseu",,4,3,277,2,,4,,,,,,,,
348,348,145.000,"Santa Maria Maior, Viana do Castelo",,2,1,90,,,2,,,,,,,,
349,349,520.000,"Repeses e São Salvador, Viseu",,4,4,210,2,,4,,,,,,,,
350,350,309.750,"Mafamude, Vila Nova de Gaia",,3,3,129,1,,2,,,,,,,,
351,351,97.500,"São Miguel do Souto e Mosteirô, Aveiro",3500,3,2,84,3,,,,,,,,,,
352,352,80.000,"Madalena e Beselga, Santarém",,6,1,120,,,1,,,,,,,,
353,353,192.500,"Centro, Guarda",,2,1,59,,,1,,,,,,,,
354,354,265.000,"Vila do Conde, Porto",,3,2,127,1,,1,,,,,,,,
355,355,323.000,"Geraz do Lima, Viana do Castelo",615,3,2,146,1,,,,,,,,,,
356,356,77.500,"Antas, Penalva do Castelo",150,,1,32,4,,,,,,,,,,
357,357,305.000,"Geraz do Lima, Viana do Castelo",619,3,2,146,1,,,,,,,,,,
358,358,160.000,"Hospital, Santarém",,4,2,123,,,,,,,,,,,
359,359,350.000,"Linda-a-Velha, Oeiras",102,2,1,55,,,,,,,,,,,
360,360,310.000,"Loures, Lisboa",,3,2,116,2,,3,,,,,,,,
361,361,330.000,"Vila Chã, Codal e Vila Cova de Perrinho, Aveiro",1400,5,3,220,1,,,,,,,,,,
362,362,195.900,"Custóias, Leça do Balio e Guifões, Porto",,2,2,,1,,0,,,,,,,,
363,363,155.900,"Custóias, Leça do Balio e Guifões, Porto",,1,2,,1,,0,,,,,,,,
364,364,75.000,"Alpiarça, Alpiarça",293,3,,68,,,,,,,,,,,
365,365,169.900,"Custóias, Leça do Balio e Guifões, Porto",,1,2,,1,,1,,,,,,,,
366,366,169.900,"Custóias, Leça do Balio e Guifões, Porto",,1,2,,1,,1,,,,,,,,
367,367,199.900,"Custóias, Leça do Balio e Guifões, Porto",,2,2,,1,,0,,,,,,,,
368,368,215.000,"Torres da Bela Vista, Loures",,3,2,90,,,11,,,,,,,,
369,369,199.900,"Custóias, Leça do Balio e Guifões, Porto",,2,2,,1,,0,,,,,,,,
370,370,155.900,"Custóias, Leça do Balio e Guifões, Porto",,1,2,,1,,0,,,,,,,,
371,371,199.900,"Custóias, Leça do Balio e Guifões, Porto",,2,2,,1,,0,,,,,,,,
372,372,266.000,"Cabeço da Fonte, Sintra",,3,2,101,1,,,,,,,,,,
373,373,150.000,"Arca d´ Água, Porto",,1,1,61,1,,2,,,,,,,,
374,374,235.000,"ENTC - Estação, Entroncamento",,4,3,183,1,,6,,,,,,,,
375,375,60.000,"Sátão, Viseu",396,3,1,96,,,,,,,,,,,
376,376,155.000,"Mozelos, Aveiro",,2,2,97,2,,2,,,,,,,,
377,377,130.000,"Samora Correia, Santarém",,,1,106,,,3,,,,,,,,
378,378,220.000,"Monserrate, Viana do Castelo",146,2,1,61,,,,,,,,,,,
379,379,1.350.000,"Marechal G. Costa, Porto",352,3,4,275,2,,,,,,,,,,
380,380,330.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,2,91,,,2,,,,,,,,
381,381,130.000,"Samora Correia, Santarém",,,1,55,,,3,,,,,,,,
382,382,325.000,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória, Porto",,2,2,83,,,2,,,,,,,,
383,383,399.000,"Gavião, Braga",181,3,5,175,4,,,,,,,,,,
384,384,175.000,"Rio Meão, Santa Maria da Feira",,3,2,115,1,,2,,,,,,,,
385,385,120.000,"Moita, Setúbal",,1,1,45,,,6,,,,,,,,
386,386,275.000,"Torreira, Murtosa",251,3,3,146,2,,,,,,,,,,
387,387,Sob Consulta,"Avenidas Novas, Lisboa",,1,1,,,,5,,,,,,,,
388,388,125.000,"Amoreira, Óbidos",1154,3,1,117,1,,,,,,,,,,
389,389,445.000,"Murganhal/Cidade do Futebol, Oeiras",,4,3,153,0,,2,,,,,,,,
390,390,255.000,"Centro Leça da Palmeira, Matosinhos",144,,,54,,,,,,,,,,,
391,391,234.900,"Albufeira Centro, Albufeira",,3,2,109,,,0,,,,,,,,
392,392,132.500,"Quinchães, Braga",139,3,2,156,2,,,,,,,,,,
393,393,237.500,"Hospital S. João, Porto",,1,1,44,1,,2,,,,,,,,
394,394,132.000,"Paredes, Alenquer",,2,1,86,,,3,,,,,,,,
395,395,239.000,"Ferreiros, Prozelo e Besteiros, Braga",2280,6,3,194,1,,,,,,,,,,
396,396,Sob Consulta,"Maçainhas, Guarda",2510,3,2,71,2,,,,,,,,,,
397,397,95.000,"Leiria, Pousos, Barreira e Cortes, Leiria",1120,,,65,,,,,,,,,,,
398,398,310.000,"Vialonga, Lisboa",,3,2,125,1,,4,,,,,,,,
399,399,230.000,"Campo de Ourique, Lisboa",,2,1,75,,,6,,,,,,,,
400,400,190.000,"Touguinha, Vila do Conde",,3,2,118,2,,2,,,,,,,,
401,401,175.000,"Lourinhã, Lourinhã",,3,2,90,,,2,,,,,,,,
402,402,200.000,"Branca, Albergaria-a-Velha",,3,2,119,2,,3,,,,,,,,
403,403,585.000,"Condeixa - Urb. Nova Conimbriga, Condeixa-a-Nova",580,5,4,345,2,,,,,,,,,,
404,404,Sob Consulta,"Cortegaça, Ovar",218,3,2,110,1,,,,,,,,,,
405,405,469.000,"Charneca de Caparica e Sobreda, Setúbal",119,4,3,290,2,,,,,,,,,,
406,406,185.000,"Povos, Vila Franca de Xira",,3,2,87,,,1,,,,,,,,
407,407,243.800,"Centro de São Mamede de Infesta, Matosinhos",,4,3,130,,,2,,,,,,,,
408,408,180.000,"Metro do Marquês, Porto",62,1,1,45,,,,,,,,,,,
409,409,129.900,"Bx. Banheira / Vale da Amoreira, Moita",,4,2,98,,,5,,,,,,,,
410,410,180.000,"Ferreiros, Prozelo e Besteiros, Braga",775,6,3,194,1,,,,,,,,,,
411,411,160.000,"Sé, Santa Maria e Meixedo, Bragança",,3,2,92,1,,0,,,,,,,,
412,412,190.000,"Olhão, Faro",,1,1,36,,,3,,,,,,,,
413,413,130.000,"Nogueira do Cravo, Coimbra",490,4,1,74,2,,0,,,,,,,,
414,414,230.000,"Torre da Marinha, Seixal",,2,2,80,1,,1,,,,,,,,
415,415,200.000,"Centro de São Mamede de Infesta, Matosinhos",,3,1,104,1,,2,,,,,,,,
416,416,184.500,"Amora, Setúbal",,2,1,63,,,5,,,,,,,,
417,417,220.000,"Amora, Seixal",,2,1,77,,,0,,,,,,,,
418,418,74.000,"Arribação, Murtosa",346,5,2,100,2,,,,,,,,,,
419,419,425.000,"Nogueira, Fraião e Lamaçães, Braga",,3,3,132,1,,5,,,,,,,,
420,420,45.000,"Leiria, Pousos, Barreira e Cortes, Leiria",,2,1,52,,,,,,,,,,,
421,421,246.900,"Mina de Água, Lisboa",,2,2,80,,,,,,,,,,,
422,422,195.000,"Charneca de Caparica e Sobreda, Setúbal",,3,2,110,,,2,,,,,,,,
423,423,159.500,"Queluz e Belas, Lisboa",,3,1,73,,,0,,,,,,,,
424,424,320.000,"Baguim do Monte - Missilva, Gondomar",280,4,3,268,4,,,,,,,,,,
425,425,395.000,"Vilamoura, Loulé",,2,2,103,,,3,,,,,,,,
426,426,142.000,"Buarcos, Figueira da Foz",,3,2,122,,,3,,,,,,,,
427,427,380.000,"Baguim do Monte - Igreja, Gondomar",203,3,3,183,2,,,,,,,,,,
428,428,150.000,"Matosinhos e Leça da Palmeira, Porto",,2,1,72,,,1,,,,,,,,
429,429,335.000,"Fátima, Santarém",620,5,3,144,5,,,,,,,,,,
430,430,435.000,"Vilamoura, Loulé",148,2,2,72,2,,,,,,,,,,
431,431,140.000,"Igreja Nova do Sobral, Santarém",2080,5,,95,,,,,,,,,,,
432,432,220.000,"Lagoa, Lagoa",,0,2,46,,,,,,,,,,,
433,433,400.000,"Tavira (Santa Maria e Santiago), Faro",,3,2,84,,,,,,,,,,,
434,434,399.000,"Freamunde, Porto",125,3,3,173,2,,,,,,,,,,
435,435,130.000,"Caxarias, Santarém",785,3,1,98,3,,2,,,,,,,,
436,436,210.000,"Rio de Couros e Casal dos Bernardos, Santarém",1590,5,3,198,2,,,,,,,,,,
437,437,190.000,"Silva Escura e Dornelas, Aveiro",4600,3,1,107,3,,,,,,,,,,
438,438,125.000,"Paços de Ferreira, Porto",,2,2,84,1,,1,,,,,,,,
439,439,355.000,"Bandeiras, Ilha do Pico",3975,2,2,170,2,,,,,,,,,,
440,440,185.000,"Aver-o-Mar, Amorim e Terroso, Porto",,2,2,78,1,,1,,,,,,,,
441,441,349.000,"Sanfins Lamoso Codessos, Porto",522,4,3,184,4,,,,,,,,,,
442,442,89.900,"Paredes, Paredes",,0,1,,0,,5,,,,,,,,
443,443,450.000,"Bonjóia, Porto",357,3,3,200,,,,,,,,,,,
444,444,390.000,"Sapataria, Lisboa",1277,3,2,412,2,,,,,,,,,,
445,445,155.000,"Laranjeiro, Almada",,2,1,67,,,1,,,,,,,,
446,446,270.000,"Carrazedo de Montenegro e Curros, Vila Real",2500,4,4,150,2,,,,,,,,,,
447,447,379.000,"Vila Nova de Cacela, Faro",183,4,2,129,2,,,,,,,,,,
448,448,,"Milharado, Mafra",,2,2,107,1,,1,,0,2,,,,,
449,449,176.000,"Tomar (São João Baptista) e Santa Maria dos Olivais, Santarém",,3,2,107,,,3,,,,,,,,
450,450,595.000,"Alcabideche, Lisboa",116,4,3,164,1,,,,,,,,,,
451,451,370.000,"São Gonçalo de Lagos, Faro",,3,2,128,,,0,,,,,,,,
452,452,185.000,"Real, Dume e Semelhe, Braga",,2,1,98,1,,,,,,,,,,
453,453,646.000,"Atouguia da Baleia, Peniche",4000,6,4,315,2,,,,,,,,,,
454,454,40.000,"Póvoa de Cadima, Cantanhede",800,2,,130,,,,,,,,,,,
455,455,215.000,"Grândola, Grândola",214,2,1,108,1,,,,,,,,,,
456,456,200.000,"Queluz e Belas, Lisboa",,3,1,90,,,1,,,,,,,,
457,457,289.000,"Olivais Sul, Lisboa",,2,2,68,,,6,,,,,,,,
458,458,185.000,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail, Aveiro",,3,2,120,1,,4,,,,,,,,
459,459,299.000,"Quinta do Conde, Setúbal",91,3,3,106,,,,,,,,,,,
460,460,129.500,"Freineda, Guarda",737,4,2,130,1,,,,,,,,,,
461,461,210.000,"Montijo e Afonsoeiro, Setúbal",229,1,1,78,,,,,,,,,,,
462,462,299.000,"Quinta do Conde, Setúbal",91,3,3,106,,,,,,,,,,,
463,463,145.000,"Garajau, Santa Cruz",,1,1,62,1,,1,,,,,,,,
464,464,120.000,"Alfena, Porto",300,,,,,,,,,,,,,,
465,465,Sob Consulta,"Massamá e Monte Abraão, Lisboa",,1,1,41,,,2,,,,,,,,
466,466,,"Santo António dos Cavaleiros e Frielas, Loures",,1-4,1-3,93-189,1-2,,7,,2,7,,,,,
467,467,255.000,"Pilar, Funchal",,3,2,112,1,,1,,,,,,,,
468,468,515.000,"Lumiar, Lisboa",,3,2,110,2,,,,,,,,,,
469,469,339.900,"À Av. Uruguai, Lisboa",,2,2,55,,,0,,,,,,,,
470,470,180.000,"Campanhã, Porto",,3,2,84,1,,4,,,,,,,,
471,471,189.000,"Faro (Sé e São Pedro), Faro",,3,2,67,,,2,,,,,,,,
472,472,165.000,"Ílhavo (São Salvador), Aveiro",,2,1,63,1,,1,,,,,,,,
473,473,132.500,"Baião (Santa Leocádia) e Mesquinhata, Porto",1168,3,1,68,,,,,,,,,,,
474,474,399.000,"Charneca de Caparica e Sobreda, Setúbal",264,4,4,143,2,,,,,,,,,,
475,475,550.000,"Centro Leça da Palmeira, Matosinhos",,4,5,222,1,,2,,,,,,,,
476,476,350.000,"Nazaré, Leiria",,2,1,72,1,,2,,,,,,,,
477,477,250.000,"Marrazes e Barosa, Leiria",15,4,2,150,,,,,,,,,,,
478,478,275.000,"Funchal (Sé), Ilha da Madeira",,0,1,45,,,4,,,,,,,,
479,479,129.000,"Rio Tinto - Forno, Gondomar",,1,1,50,,,2,,,,,,,,
480,480,165.000,"Arrabal, Leiria",138,2,2,83,3,,,,,,,,,,
481,481,286.000,"Funchal (Sé), Ilha da Madeira",,1,1,44,,,3,,,,,,,,
482,482,425.000,"Fanhões, Lisboa",242,3,3,180,0,,,,,,,,,,
483,483,930.000,"Foz, Porto",175,3,3,120,,,,,,,,,,,
484,484,258.500,"Funchal (Sé), Ilha da Madeira",,1,1,49,,,2,,,,,,,,
485,485,Sob Consulta,"Carvalho, Coimbra",630,3,2,95,1,,,,,,,,,,
486,486,140.000,"Caminha (Matriz) e Vilarelho, Viana do Castelo",,4,1,114,,,2,,,,,,,,
487,487,374.000,"Funchal (Sé), Ilha da Madeira",,1,1,48,,,2,,,,,,,,
488,488,220.000,"Castelo de Penalva, Viseu",4400,4,3,202,2,,,,,,,,,,
489,489,285.000,"Repeses e São Salvador, Viseu",,3,2,130,2,,2,,,,,,,,
490,490,430.000,"Marinhais, Santarém",8960,4,2,190,,,,,,,,,,,
491,491,173.000,"Casal de Ouressa, Sintra",,2,1,96,,,,,,,,,,,
492,492,286.000,"Funchal (Sé), Ilha da Madeira",,1,1,47,,,2,,,,,,,,
493,493,231.000,"Funchal (Sé), Ilha da Madeira",,0,1,33,,,2,,,,,,,,
494,494,280.000,"Oliveira (São Mateus), Braga",1026,5,6,224,6,,,,,,,,,,
495,495,253.000,"Funchal (Sé), Ilha da Madeira",,1,1,48,,,1,,,,,,,,
496,496,180.000,"Rio Tinto - Av. da Conduta, Gondomar",,2,1,88,1,,6,,,,,,,,
497,497,435.000,"Antas, Braga",505,3,4,172,2,,,,,,,,,,
498,498,83.000,"Cossourado, Braga",989,,,,,,,,,,,,,,
499,499,220.000,"Repeses e São Salvador, Viseu",,2,2,114,1,,0,,,,,,,,
500,500,275.000,"Funchal (Sé), Ilha da Madeira",,1,1,44,,,1,,,,,,,,
501,501,67.500,"Vila Real (Nossa Senhora da Conceição, São Pedro e São Dinis), Vila Real",80,2,1,93,,,,,,,,,,,
502,502,275.000,"Funchal (Sé), Ilha da Madeira",,0,1,32,,,1,,,,,,,,
503,503,215.000,"Quarteira, Loulé",,1,1,59,,,1,,,,,,,,
504,504,220.000,"Funchal (Sé), Ilha da Madeira",,0,1,32,,,1,,,,,,,,
505,505,232.500,"Baguim do Monte - Missilva, Gondomar",,2,2,79,1,,1,,,,,,,,
506,506,330.000,"Venteira, Lisboa",,3,2,89,,,4,,,,,,,,
507,507,600.000,"Pontinha e Famões, Lisboa",300,4,3,,2,,,,,,,,,,
508,508,374.000,"Funchal (Sé), Ilha da Madeira",,2,2,76,2,,1,,,,,,,,
509,509,100.000,"Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo, Castelo Branco",,3,2,84,,,0,,,,,,,,
510,510,150.000,"Gemeses, Braga",942,3,2,251,,,,,,,,,,,
511,511,299.000,"Campanhã, Porto",136,3,2,123,,,,,,,,,,,
512,512,145.000,"Baixa da Banheira e Vale da Amoreira, Setúbal",,2,1,55,,,0,,,,,,,,
513,513,Sob Consulta,"Benavente, Santarém",,2,1,80,,,2,,,,,,,,
514,514,410.000,"Vila do Conde, Porto",,2,2,122,1,,1,,,,,,,,
515,515,250.000,"Areosa, Viana do Castelo",126,4,3,245,2,,,,,,,,,,
516,516,500.000,"5 de Outubro, Faro",,4,2,128,1,,13,,,,,,,,
517,517,85.000,"Sanfins Lamoso Codessos, Porto",546,3,2,,2,,,,,,,,,,
518,518,87.000,"Troporiz e Lapela, Viana do Castelo",1100,1,1,41,,,,,,,,,,,
519,519,450.000,"Bordeira, Faro",2080,3,2,157,2,,,,,,,,,,
520,520,220.000,"Quinta do Anjo, Setúbal",114,2,1,50,,,,,,,,,,,
521,521,550.000,"Amora, Setúbal",281,4,4,200,1,,,,,,,,,,
522,522,72.000,"Torrozelo e Folhadosa, Guarda",,1,1,61,1,,3,,,,,,,,
523,523,155.000,"Centro Leça da Palmeira, Matosinhos",,0,1,35,1,,3,,,,,,,,
524,524,155.000,"Centro Leça da Palmeira, Matosinhos",,0,1,35,1,,2,,,,,,,,
525,525,460.000,"Campolide, Lisboa",,2,2,98,,,3,,,,,,,,
526,526,359.000,"Penafiel, Porto",500,3,3,178,2,,,,,,,,,,
527,527,270.000,"Rio Tinto - Estação, Gondomar",300,3,2,133,3,,,,,,,,,,
528,528,155.000,"Centro Leça da Palmeira, Matosinhos",,0,1,35,1,,0,,,,,,,,
529,529,255.000,"Fátima, Santarém",690,3,3,149,4,,,,,,,,,,
530,530,140.000,"Covilhã e Canhoso, Castelo Branco",,6,2,153,,,3,,,,,,,,
531,531,191.000,"Caniço, Ilha da Madeira",,2,2,95,1,,4,,,,,,,,
532,532,225.000,"Esposende, Esposende",1450,4,4,247,1,,,,,,,,,,
533,533,115.000,"Covilhã e Canhoso, Castelo Branco",,4,,,,,0,,,,,,,,
534,534,160.000,"Fátima, Santarém",574,3,2,108,2,,,,,,,,,,
535,535,239.000,"Fátima, Santarém",2385,3,2,108,2,,,,,,,,,,
536,536,120.000,"Caxarias, Santarém",3500,2,1,88,1,,,,,,,,,,
537,537,215.000,"Guarda, Guarda",300,5,4,134,3,,,,,,,,,,
538,538,165.000,"Campanhã, Porto",,2,1,83,1,,5,,,,,,,,
539,539,179.900,"Devesas, Vila Nova de Gaia",,2,1,86,,,4,,,,,,,,
540,540,380.000,"Palmela, Palmela",204,4,2,170,,,,,,,,,,,
541,541,525.000,"Foz, Porto",153,,,63,0,,,,,,,,,,
542,542,169.900,"Barreiro, Barreiro",,2,1,81,,,0,,,,,,,,
543,543,78.000,"Vilar e Viveiro, Vila Real",1016,4,2,183,0,,,,,,,,,,
544,544,1.350.000,"Serralves, Porto",380,4,3,194,2,,,,,,,,,,
545,545,50.000,"Vilar e Viveiro, Vila Real",73,4,2,132,,,,,,,,,,,
546,546,216.000,"Fânzeres e São Pedro da Cova, Porto",,2,2,87,1,,5,,,,,,,,
547,547,214.000,"Fânzeres e São Pedro da Cova, Porto",,2,2,87,1,,4,,,,,,,,
548,548,214.000,"Fânzeres e São Pedro da Cova, Porto",,2,2,87,1,,4,,,,,,,,
549,549,212.000,"Fânzeres e São Pedro da Cova, Porto",,2,2,87,1,,3,,,,,,,,
550,550,208.000,"Fânzeres e São Pedro da Cova, Porto",,2,2,87,1,,1,,,,,,,,
551,551,55.000,"Valmaior, Albergaria-a-Velha",408,,,324,,,,,,,,,,,
552,552,204.500,"Fânzeres e São Pedro da Cova, Porto",,2,2,87,1,,0,,,,,,,,
553,553,145.000,"Tremês, Santarém",1172,3,1,97,,,,,,,,,,,
554,554,Sob Consulta,"Viatodos, Grimancelos, Minhotães e Monte de Fralães, Braga",930,4,4,345,2,,,,,,,,,,
555,555,159.500,"Casal do Marco, Seixal",,2,1,52,,,3,,,,,,,,
556,556,185.000,"Touros, Bragança",,4,3,,1,,7,,,,,,,,
557,557,290.000,"Avenida República, Vila Nova de Gaia",,3,3,173,1,,5,,,,,,,,
558,558,235.000,"Damaia de Cima, Amadora",,3,2,70,,,1,,,,,,,,
559,559,297.500,"Barroselas, Viana do Castelo",97,3,3,161,3,,,,,,,,,,
560,560,289.000,"Portimão Centro, Portimão",,5,1,118,,,0,,,,,,,,
561,561,175.000,"Rio Tinto -Circunvalação, Gondomar",,2,1,62,,,0,,,,,,,,
562,562,150.000,"Samora Correia, Santarém",,2,2,86,,,1,,,,,,,,
563,563,385.000,"Marechal G. Costa, Porto",,2,2,94,1,,0,,,,,,,,
564,564,1.980.000,"Herdade da Aroeira, Almada",1090,4,4,278,3,,,,,,,,,,
565,565,225.000,"Águas Livres, Lisboa",,2,1,63,,,2,,,,,,,,
566,566,1.100.000,"Encarnação, Lisboa",267,3,4,220,2,,,,,,,,,,
567,567,150.000,"Aljustrel e Rio de Moinhos, Beja",195,3,2,164,2,,,,,,,,,,
568,568,149.500,"Pinhal Novo, Setúbal",,1,1,50,,,1,,,,,,,,
569,569,195.000,"Moledo e Cristelo, Viana do Castelo",,2,2,65,1,,2,,,,,,,,
570,570,310.000,"Olhão Centro, Olhão",,3,2,113,,,2,,,,,,,,
571,571,165.000,"Olhão Norte, Olhão",,3,1,92,0,,1,,,,,,,,
572,572,129.000,"Verderena / Recosta, Barreiro",,3,2,82,,,3,,,,,,,,
573,573,195.000,"Queiriga, Vila Nova de Paiva",1349,3,3,176,,,,,,,,,,,
574,574,580.000,"Torres do Restelo, Lisboa",,3,2,115,1,,3,,,,,,,,
575,575,135.000,"Ermesinde, Valongo",,2,1,85,,,1,,,,,,,,
576,576,229.000,"Oliveira do Douro, Porto",,3,2,112,,,,,,,,,,,
577,577,,"Vila Verde e Barbudo, Vila Verde",,3,3,98-110,1,,,,0,0,110-205,,,,
578,578,340.000,"Montgeron, Póvoa de Varzim",,3,2,124,2,,2,,,,,,,,
579,579,160.000,"Madredeus, Lisboa",,2,1,55,,,0,,,,,,,,
580,580,229.000,"Olivais Sul, Lisboa",,3,1,63,,,2,,,,,,,,
581,581,395.000,"Paranhos, Porto",,3,3,121,2,,4,,,,,,,,
582,582,230.000,"Jovim, Gondomar",,3,2,,2,,2,,,,,,,,
583,583,320.000,"Vila Nova de Veiga, Chaves",680,5,2,211,2,,,,,,,,,,
584,584,162.000,"Ermesinde, Valongo",,3,2,116,1,,3,,,,,,,,
585,585,130.000,"Povos, Vila Franca de Xira",,2,1,65,,,3,,,,,,,,
586,586,290.000,"Glória e Vera Cruz, Aveiro",,3,2,121,2,,,,,,,,,,
587,587,300.000,"Gafanha da Encarnação, Aveiro",,1,1,106,1,,,,,,,,,,
588,588,495.000,"Luz, Faro",560,3,3,122,2,,,,,,,,,,
589,589,395.000,"Ílhavo (São Salvador), Aveiro",,4,3,166,2,,,,,,,,,,
590,590,315.000,"Fernão Ferro, Setúbal",162,3,3,95,1,,,,,,,,,,
591,591,315.000,"Fernão Ferro, Setúbal",162,3,3,95,1,,,,,,,,,,
592,592,270.000,"Torre da Marinha, Seixal",,2,2,90,1,,2,,,,,,,,
593,593,125.000,"Alhos Vedros, Setúbal",,2,1,72,,,3,,,,,,,,
594,594,80.000,"Póvoa de Midões, Coimbra",44,3,2,68,,,,,,,,,,,
595,595,99.800,"A dos Cunhados e Maceira, Lisboa",330,4,2,93,,,,,,,,,,,
596,596,155.000,"Queluz e Belas, Lisboa",,1,1,45,0,,0,,,,,,,,
597,597,365.000,"Sacavém e Prior Velho, Lisboa",,2,2,93,,,4,,,,,,,,
598,598,330.000,"Torre da Marinha, Seixal",,3,2,120,1,,2,,,,,,,,
599,599,270.000,"Torre da Marinha, Seixal",,2,2,90,1,,1,,,,,,,,
600,600,1.500.000,"Bairro de Santo António, Cascais",465,3,4,,3,,,,,,,,,,
601,601,169.000,"Queluz e Belas, Lisboa",,1,1,35,1,,0,,,,,,,,
602,602,300.000,"Tavira (Santa Maria e Santiago), Faro",,2,2,92,1,,0,,,,,,,,
